Segment,Country,Carretera,Units Sold,Manufacturing Price,Sale Price,Gross Sales, Sales,COGS,Profit,Date
Small Business,Germany,VTT,214.0,250,300,64200.0,62916.0,53500.0,9416.0,2013-10-01
Government,Germany,VTT,2877.0,250,350,1006950.0,986811.0,748020.0,238791.0,2014-10-01
Enterprise,Canada,VTT,2729.0,250,125,341125.0,334302.5,327480.0,6822.5,2014-12-01
Government,United States of America,VTT,266.0,250,350,93100.0,91238.0,69160.0,22078.0,2013-12-01
Government,Mexico,Amarilla,1940.0,250,350,679000.0,665420.0,504400.0,161020.0,2013-12-01
Small Business,Germany,Amarilla,259.0,260,300,77700.0,76146.0,64750.0,11396.0,2014-03-01
Small Business,Mexico,Amarilla,1101.0,260,300,330300.0,323694.0,275250.0,48444.0,2014-03-01
Enterprise,Germany,Amarilla,2276.0,260,125,284500.0,278810.0,273120.0,5690.0,2014-05-01
Government,Germany,Amarilla,2966.0,260,350,1038100.0,1017338.0,771160.0,246178.0,2013-10-01
Government,United States of America,Amarilla,1236.0,260,20,24720.0,24225.6,12360.0,11865.599999999999,2014-11-01
Government,France,Amarilla,941.0,260,20,18820.0,18443.6,9410.0,9033.599999999999,2014-11-01
Small Business,Canada,Carretera,1916.0,260,300,574800.0,563304.0,479000.0,84304.0,2014-12-01
Enterprise,France,Carretera,4243.5,3,125,530437.5,514524.375,509220.0,5304.375,2014-04-01
Government,Germany,Carretera,2580.0,3,20,51600.0,50052.0,25800.0,24252.0,2014-04-01
Small Business,Germany,Carretera,689.0,3,300,206700.0,200499.0,172250.0,28249.0,2014-06-01
Channel Partners,United States of America,Carretera,1947.0,3,12,23364.0,22663.08,5841.0,16822.08,2014-09-01
Channel Partners,Canada,Montana,908.0,3,12,10896.0,10569.12,2724.0,7845.120000000001,2013-12-01
Government,Germany,Montana,1958.0,5,7,13706.0,13294.82,9790.0,3504.8199999999997,2014-02-01
Channel Partners,France,Montana,1901.0,5,12,22812.0,22127.64,5703.0,16424.64,2014-06-01
Government,France,Montana,544.0,5,7,3808.0,3693.76,2720.0,973.7600000000002,2014-09-01
Government,Germany,Montana,1797.0,5,350,628950.0,610081.5,467220.0,142861.5,2013-09-01
Enterprise,France,Montana,1287.0,5,125,160875.0,156048.75,154440.0,1608.75,2014-12-01
Enterprise,Germany,Paseo,1706.0,5,125,213250.0,206852.5,204720.0,2132.5,2014-12-01
Small Business,France,Paseo,2434.5,10,300,730350.0,708439.5,608625.0,99814.5,2014-01-01
Enterprise,Canada,Paseo,1774.0,10,125,221750.0,215097.5,212880.0,2217.5,2014-03-01
Channel Partners,France,Paseo,1901.0,10,12,22812.0,22127.64,5703.0,16424.64,2014-06-01
Small Business,Germany,Paseo,689.0,10,300,206700.0,200499.0,172250.0,28249.0,2014-06-01
Enterprise,Germany,Paseo,1570.0,10,125,196250.0,190362.5,188400.0,1962.5,2014-06-01
Channel Partners,United States of America,Paseo,1369.5,10,12,16434.0,15940.98,4108.5,11832.48,2014-07-01
Enterprise,Canada,Paseo,2009.0,10,125,251125.0,243591.25,241080.0,2511.25,2014-10-01
Midmarket,Germany,Paseo,1945.0,10,15,29175.0,28299.75,19450.0,8849.75,2013-10-01
Enterprise,France,Paseo,1287.0,10,125,160875.0,156048.75,154440.0,1608.75,2014-12-01
Enterprise,Germany,Velo,1706.0,10,125,213250.0,206852.5,204720.0,2132.5,2014-12-01
Enterprise,Canada,VTT,2009.0,120,125,251125.0,243591.25,241080.0,2511.25,2014-10-01
