Segment,Country,Carretera,Units Sold,Manufacturing Price,Sale Price,Gross Sales, Sales,COGS,Profit,Date
Government,United States of America,Velo,986.0,120,350,345100.0,303688.0,256360.0,47328.0,2014-10-01
Government,Mexico,VTT,905.0,120,20,18100.0,15928.0,9050.0,6878.0,2014-10-01
Channel Partners,Canada,VTT,2109.0,250,12,25308.0,22271.04,6327.0,15944.04,2014-05-01
Midmarket,France,VTT,3874.5,250,15,58117.5,51143.399999999994,38745.0,12398.399999999998,2014-07-01
Government,Canada,VTT,623.0,250,350,218050.0,191884.0,161980.0,29904.0,2013-09-01
Government,United States of America,VTT,986.0,250,350,345100.0,303688.0,256360.0,47328.0,2014-10-01
Enterprise,United States of America,VTT,2387.0,250,125,298375.0,262570.0,286440.0,-23870.0,2014-11-01
Government,Mexico,Amarilla,1233.0,250,20,24660.0,21700.8,12330.0,9370.8,2014-12-01
Government,United States of America,Amarilla,270.0,260,350,94500.0,83160.0,70200.0,12960.0,2014-02-01
Government,France,Amarilla,3421.5,260,7,23950.5,21076.44,17107.5,3968.9399999999987,2014-07-01
Government,Canada,Amarilla,2734.0,260,7,19138.0,16841.44,13670.0,3171.4399999999987,2014-10-01
Midmarket,United States of America,Carretera,2548.0,260,15,38220.0,33633.6,25480.0,8153.5999999999985,2013-11-01
